Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
4:10:32,0.1,0.92,0.39,-2.52,2.38,0.77
4:10:32,0.1,0.92,0.39,-2.38,2.31,0.91
4:10:32,0.09,0.91,0.39,-2.38,2.17,0.63
4:10:32,0.09,0.91,0.39,-2.03,2.03,0.42
4:10:32,0.09,0.91,0.39,-1.75,1.47,0.63
4:10:32,0.09,0.9,0.39,-1.12,1.33,0.49
4:10:32,0.09,0.9,0.39,-0.28,1.26,0.63
4:10:32,0.09,0.9,0.4,0.7,1.47,0.7
4:10:32,0.09,0.9,0.4,1.4,1.33,1.05
4:10:32,0.08,0.9,0.4,1.68,1.33,1.12
4:10:32,0.08,0.91,0.4,1.96,1.05,1.12
4:10:32,0.08,0.91,0.4,2.03,0.98,1.33
4:10:32,0.08,0.91,0.4,2.17,0.63,1.54
4:10:32,0.08,0.91,0.39,2.24,0.28,1.68
4:10:32,0.08,0.91,0.39,2.38,-0.14,1.47
4:10:32,0.09,0.91,0.39,2.59,-0.77,1.19
4:10:32,0.09,0.92,0.39,2.94,-0.98,1.12
4:10:32,0.09,0.92,0.39,2.94,-1.19,0.91
4:10:32,0.09,0.92,0.39,3.08,-1.19,1.26
4:10:32,0.09,0.93,0.38,3.01,-0.77,1.05
4:10:32,0.09,0.93,0.38,2.8,-0.91,0.77
4:10:32,0.09,0.94,0.38,2.45,-0.42,0.63
4:10:32,0.1,0.94,0.37,1.89,-0.7,0.84
4:10:32,0.1,0.94,0.37,1.12,-0.63,0.49
4:10:32,0.1,0.94,0.37,0.63,-0.49,0.28
4:10:32,0.1,0.94,0.37,0.07,-0.63,0.14
4:10:32,0.1,0.94,0.37,-0.49,-0.7,-0.35
4:10:32,0.1,0.94,0.37,-1.19,-0.56,-0.49
4:10:32,0.1,0.94,0.37,-1.75,-0.56,-0.28
4:10:32,0.1,0.94,0.37,-2.24,-0.49,-0.77
4:10:32,0.1,0.93,0.38,-2.73,-0.42,-0.77
4:10:32,0.1,0.93,0.38,-2.87,-0.84,-0.84
4:10:32,0.1,0.93,0.38,-3.29,-0.35,-1.19
4:10:32,0.09,0.93,0.38,-3.5,-0.42,-1.26
4:10:32,0.09,0.92,0.38,-3.57,-0.07,-1.47
4:10:32,0.09,0.93,0.38,-3.5,0.14,-1.96
4:10:32,0.09,0.92,0.38,-3.71,-0.07,-1.61
4:10:32,0.09,0.92,0.39,-3.64,-0.07,-1.61
4:10:32,0.09,0.92,0.39,-3.5,-0.28,-1.26
4:10:32,0.09,0.92,0.39,-3.36,-0.14,-1.54
4:10:32,0.09,0.91,0.39,-3.15,-0.28,-1.47
4:10:32,0.09,0.91,0.39,-2.73,-0.35,-1.26
4:10:32,0.09,0.91,0.39,-2.52,-0.14,-1.4
4:10:32,0.09,0.91,0.39,-2.17,-0.35,-1.54
4:10:32,0.09,0.91,0.39,-1.75,-0.49,-1.54
4:10:32,0.09,0.91,0.39,-1.33,-0.42,-1.61
4:10:32,0.09,0.91,0.39,-0.98,-0.42,-1.19
4:10:32,0.08,0.91,0.39,-0.56,-0.49,-1.05
4:10:32,0.08,0.92,0.39,-0.7,-0.35,-1.26
4:10:32,0.08,0.92,0.39,-0.56,-0.14,-0.91
4:10:32,0.08,0.92,0.39,-0.56,-0.42,-0.63
4:10:32,0.08,0.93,0.39,-0.63,-0.28,0
4:10:32,0.09,0.93,0.39,-0.84,-0.14,0.14
4:10:32,0.08,0.93,0.39,-1.19,-0.21,0.49
4:10:32,0.09,0.93,0.39,-1.33,0.14,0.91
4:10:32,0.09,0.93,0.39,-1.33,0.21,0.91
4:10:32,0.08,0.92,0.39,-1.4,0.28,0.98
4:10:32,0.09,0.92,0.39,-1.26,0.49,1.4
4:10:32,0.09,0.92,0.39,-1.19,0.56,1.47
4:10:32,0.09,0.92,0.39,-1.05,0.77,1.61
4:10:32,0.09,0.92,0.39,-0.91,1.12,1.82
4:10:32,0.09,0.92,0.39,-0.7,0.63,1.75
4:10:32,0.09,0.92,0.39,-0.42,1.05,1.47
4:10:32,0.09,0.91,0.39,-0.07,0.98,1.33
4:10:32,0.09,0.92,0.4,0.14,1.26,1.4
4:10:32,0.09,0.91,0.39,0.28,0.7,0.84
4:10:32,0.09,0.91,0.4,0.42,0.49,0.98
4:10:32,0.09,0.91,0.4,0.56,0.56,0.84
4:10:32,0.08,0.92,0.39,0.84,0.49,0.84
4:10:32,0.09,0.92,0.39,0.91,0.56,0.91
4:10:32,0.08,0.92,0.39,0.91,-0.14,0.56
4:10:32,0.09,0.92,0.39,0.77,0.49,0.77
4:10:32,0.09,0.92,0.39,0.84,0.14,0.91
4:10:32,0.09,0.92,0.39,0.91,0.21,0.63
4:10:32,0.09,0.92,0.39,1.12,0.42,0.91
4:10:32,0.08,0.92,0.39,1.26,0.21,1.4
4:10:32,0.09,0.93,0.39,1.26,-0.07,1.12
4:10:32,0.08,0.93,0.39,1.26,0.35,1.4
4:10:32,0.09,0.93,0.39,0.98,0.63,1.26
4:10:32,0.09,0.93,0.39,0.7,0.14,1.26
4:10:32,0.09,0.93,0.38,0.56,0.35,1.96
4:10:32,0.09,0.93,0.38,0.35,0.35,1.47
4:10:32,0.09,0.93,0.38,0.21,0.28,1.82
4:10:32,0.09,0.93,0.38,0.07,0.35,1.89
4:10:32,0.09,0.93,0.38,0.07,0.35,1.96
4:10:32,0.09,0.93,0.38,0.14,0.56,2.24
4:10:32,0.1,0.93,0.38,0.35,0.98,2.17
4:10:32,0.1,0.93,0.38,0.7,1.68,2.17
4:10:32,0.1,0.93,0.38,0.98,2.17,2.45
4:10:32,0.1,0.94,0.38,1.05,2.87,3.08
4:10:32,0.1,0.94,0.38,0.84,3.43,3.43
4:10:32,0.1,0.94,0.37,1.12,4.2,4.06
4:10:32,0.1,0.94,0.37,1.26,5.04,4.41
4:10:32,0.1,0.94,0.38,0.91,5.67,5.11
4:10:32,0.09,0.93,0.38,0.7,5.67,5.67
4:10:32,0.09,0.93,0.39,0.56,5.88,5.74
4:10:32,0.09,0.92,0.39,0.56,5.32,5.67
4:10:32,0.09,0.91,0.39,0.7,5.25,5.6
4:10:32,0.09,0.91,0.4,0.91,5.11,5.53
4:10:32,0.09,0.91,0.4,1.26,4.69,5.04
4:10:32,0.09,0.91,0.4,1.47,4.13,4.55
4:10:32,0.09,0.91,0.4,1.33,3.15,4.34
